codigo;descrição;NCM
1;"Tributado; CST Entrada 50; CST Saida 01";16056200
1;"Tributado; CST Entrada 50; CST Saida 01";16056300
1;"Tributado; CST Entrada 50; CST Saida 01";16056900
124;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 124";17011200
124;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 124";17011300
124;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 124";17011400
124;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 124";17019100
124;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 124";17019900
1;"Tributado; CST Entrada 50; CST Saida 01";17021100
1;"Tributado; CST Entrada 50; CST Saida 01";17021900
1;"Tributado; CST Entrada 50; CST Saida 01";17022000
1;"Tributado; CST Entrada 50; CST Saida 01";17023011
1;"Tributado; CST Entrada 50; CST Saida 01";17023019
1;"Tributado; CST Entrada 50; CST Saida 01";17023020
1;"Tributado; CST Entrada 50; CST Saida 01";17024010
1;"Tributado; CST Entrada 50; CST Saida 01";17024020
1;"Tributado; CST Entrada 50; CST Saida 01";17025000
1;"Tributado; CST Entrada 50; CST Saida 01";17026010
1;"Tributado; CST Entrada 50; CST Saida 01";17026020
1;"Tributado; CST Entrada 50; CST Saida 01";17029000
1;"Tributado; CST Entrada 50; CST Saida 01";17031000
1;"Tributado; CST Entrada 50; CST Saida 01";17039000
1;"Tributado; CST Entrada 50; CST Saida 01";17041000
1;"Tributado; CST Entrada 50; CST Saida 01";17049010
1;"Tributado; CST Entrada 50; CST Saida 01";17049020
1;"Tributado; CST Entrada 50; CST Saida 01";17049090
1;"Tributado; CST Entrada 50; CST Saida 01";18010000
1;"Tributado; CST Entrada 50; CST Saida 01";18020000
1;"Tributado; CST Entrada 50; CST Saida 01";18031000
1;"Tributado; CST Entrada 50; CST Saida 01";18032000
1;"Tributado; CST Entrada 50; CST Saida 01";18040000
1;"Tributado; CST Entrada 50; CST Saida 01";18050000
1;"Tributado; CST Entrada 50; CST Saida 01";18061000
1;"Tributado; CST Entrada 50; CST Saida 01";18062000
1;"Tributado; CST Entrada 50; CST Saida 01";18063110
1;"Tributado; CST Entrada 50; CST Saida 01";18063120
1;"Tributado; CST Entrada 50; CST Saida 01";18063210
1;"Tributado; CST Entrada 50; CST Saida 01";18063220
1;"Tributado; CST Entrada 50; CST Saida 01";18069000
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19011010
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19011020
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19011030
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19011090
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19012000
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19012010
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19012020
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19012090
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19019010
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19019020
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19019090
119;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 119";19021100
119;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 119";19021900
119;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 119";19022000
119;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 119";19023000
119;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 119";19024000
1;"Tributado; CST Entrada 50; CST Saida 01";19030000
1;"Tributado; CST Entrada 50; CST Saida 01";19041000
1;"Tributado; CST Entrada 50; CST Saida 01";19042000
1;"Tributado; CST Entrada 50; CST Saida 01";19043000
1;"Tributado; CST Entrada 50; CST Saida 01";19049000
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19051000
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19052010
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19052090
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19053100
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19053200
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19054000
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19059010
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19059020
115;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 115";19059090
1;"Tributado; CST Entrada 50; CST Saida 01";20011000
1;"Tributado; CST Entrada 50; CST Saida 01";20019000
1;"Tributado; CST Entrada 50; CST Saida 01";20021000
1;"Tributado; CST Entrada 50; CST Saida 01";20029000
1;"Tributado; CST Entrada 50; CST Saida 01";20031000
1;"Tributado; CST Entrada 50; CST Saida 01";20039000
1;"Tributado; CST Entrada 50; CST Saida 01";20041000
1;"Tributado; CST Entrada 50; CST Saida 01";20049000
1;"Tributado; CST Entrada 50; CST Saida 01";20051000
1;"Tributado; CST Entrada 50; CST Saida 01";20052000
1;"Tributado; CST Entrada 50; CST Saida 01";20054000
1;"Tributado; CST Entrada 50; CST Saida 01";20055100
1;"Tributado; CST Entrada 50; CST Saida 01";20055900
1;"Tributado; CST Entrada 50; CST Saida 01";20056000
1;"Tributado; CST Entrada 50; CST Saida 01";20057000
1;"Tributado; CST Entrada 50; CST Saida 01";20058000
1;"Tributado; CST Entrada 50; CST Saida 01";20059100
1;"Tributado; CST Entrada 50; CST Saida 01";20059900
1;"Tributado; CST Entrada 50; CST Saida 01";20060000
1;"Tributado; CST Entrada 50; CST Saida 01";20071000
1;"Tributado; CST Entrada 50; CST Saida 01";20079100
1;"Tributado; CST Entrada 50; CST Saida 01";20079910
1;"Tributado; CST Entrada 50; CST Saida 01";20079921
1;"Tributado; CST Entrada 50; CST Saida 01";20079922
1;"Tributado; CST Entrada 50; CST Saida 01";20079923
1;"Tributado; CST Entrada 50; CST Saida 01";20079924
1;"Tributado; CST Entrada 50; CST Saida 01";20079925
1;"Tributado; CST Entrada 50; CST Saida 01";20079926
1;"Tributado; CST Entrada 50; CST Saida 01";20079927
1;"Tributado; CST Entrada 50; CST Saida 01";20079929
1;"Tributado; CST Entrada 50; CST Saida 01";20079990
1;"Tributado; CST Entrada 50; CST Saida 01";20081100
1;"Tributado; CST Entrada 50; CST Saida 01";20081900
1;"Tributado; CST Entrada 50; CST Saida 01";20082010
1;"Tributado; CST Entrada 50; CST Saida 01";20082090
1;"Tributado; CST Entrada 50; CST Saida 01";20083000
1;"Tributado; CST Entrada 50; CST Saida 01";20084010
1;"Tributado; CST Entrada 50; CST Saida 01";20084090
1;"Tributado; CST Entrada 50; CST Saida 01";20085000
1;"Tributado; CST Entrada 50; CST Saida 01";20086010
1;"Tributado; CST Entrada 50; CST Saida 01";20086090
1;"Tributado; CST Entrada 50; CST Saida 01";20087010
1;"Tributado; CST Entrada 50; CST Saida 01";20087020
1;"Tributado; CST Entrada 50; CST Saida 01";20087090
1;"Tributado; CST Entrada 50; CST Saida 01";20088000
1;"Tributado; CST Entrada 50; CST Saida 01";20089100
1;"Tributado; CST Entrada 50; CST Saida 01";20089300
1;"Tributado; CST Entrada 50; CST Saida 01";20089710
1;"Tributado; CST Entrada 50; CST Saida 01";20089790
1;"Tributado; CST Entrada 50; CST Saida 01";20089900
1;"Tributado; CST Entrada 50; CST Saida 01";20091100
1;"Tributado; CST Entrada 50; CST Saida 01";20091200
1;"Tributado; CST Entrada 50; CST Saida 01";20091900
1;"Tributado; CST Entrada 50; CST Saida 01";20092100
1;"Tributado; CST Entrada 50; CST Saida 01";20092900
1;"Tributado; CST Entrada 50; CST Saida 01";20093100
1;"Tributado; CST Entrada 50; CST Saida 01";20093900
1;"Tributado; CST Entrada 50; CST Saida 01";20094100
1;"Tributado; CST Entrada 50; CST Saida 01";20094900
1;"Tributado; CST Entrada 50; CST Saida 01";20095000
1;"Tributado; CST Entrada 50; CST Saida 01";20096100
1;"Tributado; CST Entrada 50; CST Saida 01";20096900
1;"Tributado; CST Entrada 50; CST Saida 01";20097100
1;"Tributado; CST Entrada 50; CST Saida 01";20097900
1;"Tributado; CST Entrada 50; CST Saida 01";20098100
1;"Tributado; CST Entrada 50; CST Saida 01";20098911
1;"Tributado; CST Entrada 50; CST Saida 01";20098912
1;"Tributado; CST Entrada 50; CST Saida 01";20098913
1;"Tributado; CST Entrada 50; CST Saida 01";20098919
1;"Tributado; CST Entrada 50; CST Saida 01";20098921
1;"Tributado; CST Entrada 50; CST Saida 01";20098922
1;"Tributado; CST Entrada 50; CST Saida 01";20098990
1;"Tributado; CST Entrada 50; CST Saida 01";20099000
121;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 121";21011110
121;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 121";21011190
121;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 121";21011200
121;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 121";21012010
121;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 121";21012020
121;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 121";21013000
121;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 121";21021010
121;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 121";21021090
121;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 121";21022000
121;"Aliquota zero; CST Entrada 73; CST Saida 06 Natureza da receita 121";21023000
1;"Tributado; CST Entrada 50; CST Saida 01";21031010
1;"Tributado; CST Entrada 50; CST Saida 01";21031090
1;"Tributado; CST Entrada 50; CST Saida 01";21032010
1;"Tributado; CST Entrada 50; CST Saida 01";21032090
1;"Tributado; CST Entrada 50; CST Saida 01";21033010
1;"Tributado; CST Entrada 50; CST Saida 01";21033021
1;"Tributado; CST Entrada 50; CST Saida 01";21033029
1;"Tributado; CST Entrada 50; CST Saida 01";21039011
1;"Tributado; CST Entrada 50; CST Saida 01";21039019
1;"Tributado; CST Entrada 50; CST Saida 01";21039021
1;"Tributado; CST Entrada 50; CST Saida 01";21039029
1;"Tributado; CST Entrada 50; CST Saida 01";21039091
1;"Tributado; CST Entrada 50; CST Saida 01";21039099
1;"Tributado; CST Entrada 50; CST Saida 01";21041011
1;"Tributado; CST Entrada 50; CST Saida 01";21041019
1;"Tributado; CST Entrada 50; CST Saida 01";21041021
1;"Tributado; CST Entrada 50; CST Saida 01";21041029
1;"Tributado; CST Entrada 50; CST Saida 01";21042000
1;"Tributado; CST Entrada 50; CST Saida 01";21050010
1;"Tributado; CST Entrada 50; CST Saida 01";21050090
1;"Tributado; CST Entrada 50; CST Saida 01";21061000
411;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 411";21069010
1;"Tributado; CST Entrada 50; CST Saida 01";21069021
1;"Tributado; CST Entrada 50; CST Saida 01";21069029
1;"Tributado; CST Entrada 50; CST Saida 01";21069030
1;"Tributado; CST Entrada 50; CST Saida 01";21069040
1;"Tributado; CST Entrada 50; CST Saida 01";21069050
1;"Tributado; CST Entrada 50; CST Saida 01";21069060
1;"Tributado; CST Entrada 50; CST Saida 01";21069090
415;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 415";22011000
415;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 415";22019000
419;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 419";22021000
419;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 419";22029100
419;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 419";22029900
423;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 423";22030000
1;"Tributado; CST Entrada 50; CST Saida 01";22041010
1;"Tributado; CST Entrada 50; CST Saida 01";22041090
1;"Tributado; CST Entrada 50; CST Saida 01";22042100
1;"Tributado; CST Entrada 50; CST Saida 01";22042211
1;"Tributado; CST Entrada 50; CST Saida 01";22042219
1;"Tributado; CST Entrada 50; CST Saida 01";22042220
1;"Tributado; CST Entrada 50; CST Saida 01";22042910
1;"Tributado; CST Entrada 50; CST Saida 01";22042920
1;"Tributado; CST Entrada 50; CST Saida 01";22043000
1;"Tributado; CST Entrada 50; CST Saida 01";22051000
1;"Tributado; CST Entrada 50; CST Saida 01";22059000
1;"Tributado; CST Entrada 50; CST Saida 01";22060010
1;"Tributado; CST Entrada 50; CST Saida 01";22060090
113;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 113";22071010
113;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 113";22071090
113;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 113";22072011
113;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 113";22072019
1;"Tributado; CST Entrada 50; CST Saida 01";22072020
1;"Tributado; CST Entrada 50; CST Saida 01";22082000
1;"Tributado; CST Entrada 50; CST Saida 01";22083010
1;"Tributado; CST Entrada 50; CST Saida 01";22083020
1;"Tributado; CST Entrada 50; CST Saida 01";22083090
1;"Tributado; CST Entrada 50; CST Saida 01";22084000
1;"Tributado; CST Entrada 50; CST Saida 01";22085000
1;"Tributado; CST Entrada 50; CST Saida 01";22086000
1;"Tributado; CST Entrada 50; CST Saida 01";22087000
113;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 113";22089000
1;"Tributado; CST Entrada 50; CST Saida 01";22090000
1;"Tributado; CST Entrada 50; CST Saida 01";23011010
1;"Tributado; CST Entrada 50; CST Saida 01";23011090
1;"Tributado; CST Entrada 50; CST Saida 01";23012010
1;"Tributado; CST Entrada 50; CST Saida 01";23012090
1;"Tributado; CST Entrada 50; CST Saida 01";23021000
1;"Tributado; CST Entrada 50; CST Saida 01";23023010
1;"Tributado; CST Entrada 50; CST Saida 01";23023090
1;"Tributado; CST Entrada 50; CST Saida 01";23024000
1;"Tributado; CST Entrada 50; CST Saida 01";23025000
1;"Tributado; CST Entrada 50; CST Saida 01";23031000
1;"Tributado; CST Entrada 50; CST Saida 01";23032000
1;"Tributado; CST Entrada 50; CST Saida 01";23033000
1;"Tributado; CST Entrada 50; CST Saida 01";23040010
1;"Tributado; CST Entrada 50; CST Saida 01";23040090
1;"Tributado; CST Entrada 50; CST Saida 01";23050000
1;"Tributado; CST Entrada 50; CST Saida 01";23061000
1;"Tributado; CST Entrada 50; CST Saida 01";23062000
1;"Tributado; CST Entrada 50; CST Saida 01";23063010
1;"Tributado; CST Entrada 50; CST Saida 01";23063090
1;"Tributado; CST Entrada 50; CST Saida 01";23064100
1;"Tributado; CST Entrada 50; CST Saida 01";23064900
1;"Tributado; CST Entrada 50; CST Saida 01";23065000
1;"Tributado; CST Entrada 50; CST Saida 01";23066000
1;"Tributado; CST Entrada 50; CST Saida 01";23069010
1;"Tributado; CST Entrada 50; CST Saida 01";23069090
1;"Tributado; CST Entrada 50; CST Saida 01";23070000
1;"Tributado; CST Entrada 50; CST Saida 01";23080000
1;"Tributado; CST Entrada 50; CST Saida 01";23091000
1;"Tributado; CST Entrada 50; CST Saida 01";23099010
1;"Tributado; CST Entrada 50; CST Saida 01";23099020
1;"Tributado; CST Entrada 50; CST Saida 01";23099030
1;"Tributado; CST Entrada 50; CST Saida 01";23099040
1;"Tributado; CST Entrada 50; CST Saida 01";23099050
1;"Tributado; CST Entrada 50; CST Saida 01";23099060
1;"Tributado; CST Entrada 50; CST Saida 01";23099090
1;"Tributado; CST Entrada 50; CST Saida 01";24011010
1;"Tributado; CST Entrada 50; CST Saida 01";24011020
1;"Tributado; CST Entrada 50; CST Saida 01";24011030
1;"Tributado; CST Entrada 50; CST Saida 01";24011040
1;"Tributado; CST Entrada 50; CST Saida 01";24011090
1;"Tributado; CST Entrada 50; CST Saida 01";24012010
1;"Tributado; CST Entrada 50; CST Saida 01";24012020
1;"Tributado; CST Entrada 50; CST Saida 01";24012030
1;"Tributado; CST Entrada 50; CST Saida 01";24012040
1;"Tributado; CST Entrada 50; CST Saida 01";24012090
1;"Tributado; CST Entrada 50; CST Saida 01";24013000
1;"Tributado; CST Entrada 50; CST Saida 01";24021000
500;"Substituição tributaria; CST Entrada 75; CST Saida 05 Natureza da Receita 101";24022000
1;"Tributado; CST Entrada 50; CST Saida 01";24029000
1;"Tributado; CST Entrada 50; CST Saida 01";24031100
1;"Tributado; CST Entrada 50; CST Saida 01";24031900
1;"Tributado; CST Entrada 50; CST Saida 01";24039100
1;"Tributado; CST Entrada 50; CST Saida 01";24039910
1;"Tributado; CST Entrada 50; CST Saida 01";24039990
1;"Tributado; CST Entrada 50; CST Saida 01";24041100
1;"Tributado; CST Entrada 50; CST Saida 01";24041200
1;"Tributado; CST Entrada 50; CST Saida 01";24041900
1;"Tributado; CST Entrada 50; CST Saida 01";24049100
1;"Tributado; CST Entrada 50; CST Saida 01";24049200
1;"Tributado; CST Entrada 50; CST Saida 01";24049900
1;"Tributado; CST Entrada 50; CST Saida 01";25010011
1;"Tributado; CST Entrada 50; CST Saida 01";25010019
1;"Tributado; CST Entrada 50; CST Saida 01";25010020
1;"Tributado; CST Entrada 50; CST Saida 01";25010090
1;"Tributado; CST Entrada 50; CST Saida 01";25020000
1;"Tributado; CST Entrada 50; CST Saida 01";25030010
1;"Tributado; CST Entrada 50; CST Saida 01";25030090
1;"Tributado; CST Entrada 50; CST Saida 01";25041000
1;"Tributado; CST Entrada 50; CST Saida 01";25049000
1;"Tributado; CST Entrada 50; CST Saida 01";25051000
1;"Tributado; CST Entrada 50; CST Saida 01";25059000
1;"Tributado; CST Entrada 50; CST Saida 01";25061000
1;"Tributado; CST Entrada 50; CST Saida 01";25062000
1;"Tributado; CST Entrada 50; CST Saida 01";25070010
1;"Tributado; CST Entrada 50; CST Saida 01";25070090
1;"Tributado; CST Entrada 50; CST Saida 01";25081000
1;"Tributado; CST Entrada 50; CST Saida 01";25083000
1;"Tributado; CST Entrada 50; CST Saida 01";25084010
1;"Tributado; CST Entrada 50; CST Saida 01";25084090
1;"Tributado; CST Entrada 50; CST Saida 01";25085000
1;"Tributado; CST Entrada 50; CST Saida 01";25086000
1;"Tributado; CST Entrada 50; CST Saida 01";25087000
1;"Tributado; CST Entrada 50; CST Saida 01";25090000
1;"Tributado; CST Entrada 50; CST Saida 01";25101010
1;"Tributado; CST Entrada 50; CST Saida 01";25101090
1;"Tributado; CST Entrada 50; CST Saida 01";25102010
1;"Tributado; CST Entrada 50; CST Saida 01";25102090
1;"Tributado; CST Entrada 50; CST Saida 01";25111000
1;"Tributado; CST Entrada 50; CST Saida 01";25112000
1;"Tributado; CST Entrada 50; CST Saida 01";25120000
1;"Tributado; CST Entrada 50; CST Saida 01";25131000
1;"Tributado; CST Entrada 50; CST Saida 01";25132000
1;"Tributado; CST Entrada 50; CST Saida 01";25140000
1;"Tributado; CST Entrada 50; CST Saida 01";25151100
1;"Tributado; CST Entrada 50; CST Saida 01";25151210
1;"Tributado; CST Entrada 50; CST Saida 01";25151220
1;"Tributado; CST Entrada 50; CST Saida 01";25152000
1;"Tributado; CST Entrada 50; CST Saida 01";25161100
1;"Tributado; CST Entrada 50; CST Saida 01";25161200
1;"Tributado; CST Entrada 50; CST Saida 01";25162000
1;"Tributado; CST Entrada 50; CST Saida 01";25169000
1;"Tributado; CST Entrada 50; CST Saida 01";25171000
1;"Tributado; CST Entrada 50; CST Saida 01";25172000
1;"Tributado; CST Entrada 50; CST Saida 01";25173000
1;"Tributado; CST Entrada 50; CST Saida 01";25174100
1;"Tributado; CST Entrada 50; CST Saida 01";25174900
1;"Tributado; CST Entrada 50; CST Saida 01";25181000
1;"Tributado; CST Entrada 50; CST Saida 01";25182000
1;"Tributado; CST Entrada 50; CST Saida 01";25191000
1;"Tributado; CST Entrada 50; CST Saida 01";25199010
1;"Tributado; CST Entrada 50; CST Saida 01";25199090
1;"Tributado; CST Entrada 50; CST Saida 01";25201011
1;"Tributado; CST Entrada 50; CST Saida 01";25201019
1;"Tributado; CST Entrada 50; CST Saida 01";25201020
1;"Tributado; CST Entrada 50; CST Saida 01";25202010
1;"Tributado; CST Entrada 50; CST Saida 01";25202090
1;"Tributado; CST Entrada 50; CST Saida 01";25210000
1;"Tributado; CST Entrada 50; CST Saida 01";25221000
1;"Tributado; CST Entrada 50; CST Saida 01";25222000
1;"Tributado; CST Entrada 50; CST Saida 01";25223000
1;"Tributado; CST Entrada 50; CST Saida 01";25231000
1;"Tributado; CST Entrada 50; CST Saida 01";25232100
1;"Tributado; CST Entrada 50; CST Saida 01";25232910
1;"Tributado; CST Entrada 50; CST Saida 01";25232990
1;"Tributado; CST Entrada 50; CST Saida 01";25233000
1;"Tributado; CST Entrada 50; CST Saida 01";25239000
1;"Tributado; CST Entrada 50; CST Saida 01";25241000
1;"Tributado; CST Entrada 50; CST Saida 01";25249000
1;"Tributado; CST Entrada 50; CST Saida 01";25251000
1;"Tributado; CST Entrada 50; CST Saida 01";25252000
1;"Tributado; CST Entrada 50; CST Saida 01";25253000
1;"Tributado; CST Entrada 50; CST Saida 01";25261000
1;"Tributado; CST Entrada 50; CST Saida 01";25262000
1;"Tributado; CST Entrada 50; CST Saida 01";25280000
1;"Tributado; CST Entrada 50; CST Saida 01";25291000
1;"Tributado; CST Entrada 50; CST Saida 01";25292100
1;"Tributado; CST Entrada 50; CST Saida 01";25292200
1;"Tributado; CST Entrada 50; CST Saida 01";25293000
1;"Tributado; CST Entrada 50; CST Saida 01";25301010
1;"Tributado; CST Entrada 50; CST Saida 01";25301090
1;"Tributado; CST Entrada 50; CST Saida 01";25302000
1;"Tributado; CST Entrada 50; CST Saida 01";25309010
1;"Tributado; CST Entrada 50; CST Saida 01";25309020
1;"Tributado; CST Entrada 50; CST Saida 01";25309030
1;"Tributado; CST Entrada 50; CST Saida 01";25309040
1;"Tributado; CST Entrada 50; CST Saida 01";25309090
1;"Tributado; CST Entrada 50; CST Saida 01";26011100
1;"Tributado; CST Entrada 50; CST Saida 01";26011210
1;"Tributado; CST Entrada 50; CST Saida 01";26011290
1;"Tributado; CST Entrada 50; CST Saida 01";26012000
1;"Tributado; CST Entrada 50; CST Saida 01";26020010
1;"Tributado; CST Entrada 50; CST Saida 01";26020090
1;"Tributado; CST Entrada 50; CST Saida 01";26030010
1;"Tributado; CST Entrada 50; CST Saida 01";26030090
1;"Tributado; CST Entrada 50; CST Saida 01";26040000
1;"Tributado; CST Entrada 50; CST Saida 01";26050000
1;"Tributado; CST Entrada 50; CST Saida 01";26060011
1;"Tributado; CST Entrada 50; CST Saida 01";26060012
1;"Tributado; CST Entrada 50; CST Saida 01";26060090
1;"Tributado; CST Entrada 50; CST Saida 01";26070000
1;"Tributado; CST Entrada 50; CST Saida 01";26080010
1;"Tributado; CST Entrada 50; CST Saida 01";26080090
1;"Tributado; CST Entrada 50; CST Saida 01";26090000
1;"Tributado; CST Entrada 50; CST Saida 01";26100010
1;"Tributado; CST Entrada 50; CST Saida 01";26100090
1;"Tributado; CST Entrada 50; CST Saida 01";26110000
1;"Tributado; CST Entrada 50; CST Saida 01";26121000
1;"Tributado; CST Entrada 50; CST Saida 01";26122000
1;"Tributado; CST Entrada 50; CST Saida 01";26131010
1;"Tributado; CST Entrada 50; CST Saida 01";26131090
1;"Tributado; CST Entrada 50; CST Saida 01";26139010
1;"Tributado; CST Entrada 50; CST Saida 01";26139090
1;"Tributado; CST Entrada 50; CST Saida 01";26140010
1;"Tributado; CST Entrada 50; CST Saida 01";26140090
1;"Tributado; CST Entrada 50; CST Saida 01";26151010
1;"Tributado; CST Entrada 50; CST Saida 01";26151020
1;"Tributado; CST Entrada 50; CST Saida 01";26151090
1;"Tributado; CST Entrada 50; CST Saida 01";26159000
1;"Tributado; CST Entrada 50; CST Saida 01";26161000
1;"Tributado; CST Entrada 50; CST Saida 01";26169000
1;"Tributado; CST Entrada 50; CST Saida 01";26171000
1;"Tributado; CST Entrada 50; CST Saida 01";26179000
1;"Tributado; CST Entrada 50; CST Saida 01";26180000
1;"Tributado; CST Entrada 50; CST Saida 01";26190000
1;"Tributado; CST Entrada 50; CST Saida 01";26201100
1;"Tributado; CST Entrada 50; CST Saida 01";26201900
1;"Tributado; CST Entrada 50; CST Saida 01";26202100
1;"Tributado; CST Entrada 50; CST Saida 01";26202900
1;"Tributado; CST Entrada 50; CST Saida 01";26203000
1;"Tributado; CST Entrada 50; CST Saida 01";26204000
1;"Tributado; CST Entrada 50; CST Saida 01";26206000
1;"Tributado; CST Entrada 50; CST Saida 01";26209100
1;"Tributado; CST Entrada 50; CST Saida 01";26209910
1;"Tributado; CST Entrada 50; CST Saida 01";26209990
1;"Tributado; CST Entrada 50; CST Saida 01";26211000
1;"Tributado; CST Entrada 50; CST Saida 01";26219010
1;"Tributado; CST Entrada 50; CST Saida 01";26219090
1;"Tributado; CST Entrada 50; CST Saida 01";27011100
1;"Tributado; CST Entrada 50; CST Saida 01";27011200
1;"Tributado; CST Entrada 50; CST Saida 01";27011900
1;"Tributado; CST Entrada 50; CST Saida 01";27012000
1;"Tributado; CST Entrada 50; CST Saida 01";27021000
1;"Tributado; CST Entrada 50; CST Saida 01";27022000
1;"Tributado; CST Entrada 50; CST Saida 01";27030000
1;"Tributado; CST Entrada 50; CST Saida 01";27040011
1;"Tributado; CST Entrada 50; CST Saida 01";27040012
1;"Tributado; CST Entrada 50; CST Saida 01";27040090
1;"Tributado; CST Entrada 50; CST Saida 01";27050000
1;"Tributado; CST Entrada 50; CST Saida 01";27060000
1;"Tributado; CST Entrada 50; CST Saida 01";27071000
1;"Tributado; CST Entrada 50; CST Saida 01";27072000
1;"Tributado; CST Entrada 50; CST Saida 01";27073000
1;"Tributado; CST Entrada 50; CST Saida 01";27074000
1;"Tributado; CST Entrada 50; CST Saida 01";27075010
1;"Tributado; CST Entrada 50; CST Saida 01";27075090
1;"Tributado; CST Entrada 50; CST Saida 01";27079100
1;"Tributado; CST Entrada 50; CST Saida 01";27079910
1;"Tributado; CST Entrada 50; CST Saida 01";27079990
1;"Tributado; CST Entrada 50; CST Saida 01";27081000
1;"Tributado; CST Entrada 50; CST Saida 01";27082000
1;"Tributado; CST Entrada 50; CST Saida 01";27090010
1;"Tributado; CST Entrada 50; CST Saida 01";27090090
1;"Tributado; CST Entrada 50; CST Saida 01";27101210
1;"Tributado; CST Entrada 50; CST Saida 01";27101221
1;"Tributado; CST Entrada 50; CST Saida 01";27101229
1;"Tributado; CST Entrada 50; CST Saida 01";27101230
1;"Tributado; CST Entrada 50; CST Saida 01";27101241
1;"Tributado; CST Entrada 50; CST Saida 01";27101249
1;"Tributado; CST Entrada 50; CST Saida 01";27101251
101;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 101";27101259
1;"Tributado; CST Entrada 50; CST Saida 01";27101260
1;"Tributado; CST Entrada 50; CST Saida 01";27101290
101;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 101";27101911
1;"Tributado; CST Entrada 50; CST Saida 01";27101919
101;"Monofasico; CST Entrada 70; CST Saida 04 Natureza da receita 101";27101921
1;"Tributado; CST Entrada 50; CST Saida 01";27101922
1;"Tributado; CST Entrada 50; CST Saida 01";27101929
1;"Tributado; CST Entrada 50; CST Saida 01";27101931
1;"Tributado; CST Entrada 50; CST Saida 01";27101932
1;"Tributado; CST Entrada 50; CST Saida 01";27101991
1;"Tributado; CST Entrada 50; CST Saida 01";27101992
1;"Tributado; CST Entrada 50; CST Saida 01";27101993
1;"Tributado; CST Entrada 50; CST Saida 01";27101994
