3686fd60439872451db58e62d742c3ac4e8dd4e4,MODIFY,regular-file,Conferencia NCM ( verificar se o NCM esta conforme a nomeclatura)/ncm_validator.py,8698,173
9f753392cb0638b44acb1f69a0824c1ce887cc32,MODIFY,regular-file,package-lock.json,286621,6483
